1	504
1	742
1	771
1	838
1	862
1	891
1	967
2	266
2	873
2	946
2	950
2	951
2	981
2	999
3	18
3	187
3	262
3	669
3	706
3	796
3	868
4	740
4	848
4	862
4	915
4	927
4	967
4	973
5	402
5	713
5	898
5	966
5	982
5	991
5	992
6	392
6	648
6	817
6	829
6	924
6	927
6	983
7	250
7	317
7	822
7	906
7	956
7	971
7	985
8	179
8	808
8	966
8	982
8	988
8	991
8	992
9	23
9	742
9	838
9	862
9	877
9	915
9	967
10	363
10	386
10	744
10	770
10	917
10	956
10	961
11	543
11	654
11	656
11	774
11	826
11	827
11	828
12	115
12	717
12	748
12	880
12	901
12	914
12	962
13	718
13	865
13	891
13	899
13	995
13	996
13	1000
14	71
14	672
14	777
14	853
14	926
14	937
14	957
15	376
15	523
15	618
15	765
15	790
15	843
15	887
16	716
16	731
16	803
16	835
16	926
16	937
16	943
17	532
17	689
17	731
17	853
17	924
17	926
17	937
18	3
18	203
18	561
18	868
18	883
18	888
18	944
19	378
19	558
19	809
19	836
19	878
19	908
19	989
20	480
20	685
20	854
20	861
20	863
20	877
20	891
21	120
21	445
21	449
21	461
21	579
21	914
21	963
22	153
22	819
22	865
22	884
22	901
22	966
22	988
23	9
23	737
23	852
23	863
23	907
23	928
23	938
24	289
24	508
24	803
24	891
24	915
24	929
24	967
25	300
25	423
25	622
25	660
25	804
25	820
25	823
26	914
26	918
26	960
26	965
26	979
26	982
26	994
27	325
27	605
27	746
27	773
27	909
27	960
27	979
28	551
28	677
28	806
28	875
28	921
28	931
28	942
29	180
29	651
29	710
29	744
29	750
29	923
29	971
30	476
30	490
30	642
30	653
30	923
30	953
30	955
31	559
31	800
31	809
31	854
31	861
31	877
31	938
32	454
32	470
32	673
32	701
32	798
32	892
32	962
33	759
33	776
33	884
33	885
33	899
33	903
33	932
34	528
34	569
34	592
34	795
34	878
34	908
34	989
35	485
35	711
35	752
35	860
35	975
35	997
35	998
36	415
36	839
36	921
36	936
36	940
36	941
36	991
37	590
37	612
37	700
37	848
37	860
37	994
37	998
38	350
38	632
38	683
38	821
38	875
38	884
38	942
39	197
39	510
39	635
39	674
39	729
39	885
39	903
40	156
40	280
40	352
40	669
40	869
40	888
40	945
41	142
41	342
41	529
41	583
41	723
41	930
41	976
42	706
42	778
42	847
42	863
42	939
42	957
42	973
43	657
43	786
43	858
43	899
43	933
43	958
43	964
44	407
44	464
44	633
44	886
44	935
44	984
44	1000
45	194
45	329
45	610
45	659
45	812
45	908
45	913
46	299
46	913
46	923
46	960
46	965
46	969
46	994
47	224
47	309
47	604
47	697
47	815
47	874
47	971
48	199
48	520
48	801
48	816
48	946
48	949
48	970
49	141
49	887
49	933
49	943
49	944
49	958
49	964
50	541
50	715
50	873
50	949
50	972
50	981
50	1000
51	175
51	214
51	395
51	424
51	533
51	618
51	929
52	225
52	376
52	475
52	606
52	709
52	765
52	843
53	81
53	484
53	717
53	882
53	962
53	991
53	992
54	190
54	650
54	713
54	884
54	885
54	903
54	932
55	62
55	603
55	682
55	755
55	762
55	791
55	963
56	105
56	492
56	523
56	617
56	709
56	765
56	801
57	702
57	769
57	814
57	830
57	921
57	936
57	941
58	295
58	438
58	539
58	679
58	929
58	969
58	987
59	481
59	620
59	844
59	941
59	947
59	952
59	983
60	97
60	651
60	710
60	770
60	871
60	878
60	917
61	376
61	616
61	618
61	619
61	709
61	765
61	843
62	55
62	718
62	720
62	754
62	876
62	947
62	952
63	582
63	723
63	783
63	863
63	907
63	928
63	938
64	279
64	295
64	816
64	873
64	946
64	972
64	981
65	426
65	449
65	949
65	951
65	970
65	972
65	981
66	531
66	571
66	603
66	914
66	954
66	963
66	973
67	670
67	739
67	740
67	794
67	855
67	950
67	976
68	190
68	557
68	560
68	610
68	812
68	838
68	936
69	300
69	818
69	841
69	940
69	943
69	977
69	993
70	741
70	816
70	890
70	944
70	974
70	986
70	999
71	14
71	484
71	544
71	614
71	763
71	878
71	989
72	427
72	569
72	729
72	743
72	787
72	824
72	825
73	510
73	668
73	800
73	854
73	861
73	877
73	895
74	293
74	823
74	865
74	913
74	918
74	936
74	994
75	563
75	822
75	880
75	917
75	953
75	958
75	971
76	466
76	549
76	701
76	753
76	842
76	870
76	892
77	381
77	704
77	788
77	852
77	863
77	928
77	938
78	188
78	737
78	811
78	815
78	833
78	874
78	986
79	369
79	550
79	615
79	687
79	863
79	928
79	938
80	194
80	329
80	440
80	543
80	557
80	783
80	812
81	53
81	176
81	566
81	591
81	804
81	820
81	860
82	367
82	398
82	507
82	704
82	734
82	762
82	966
83	377
83	479
83	647
83	770
83	791
83	905
83	985
84	134
84	889
84	913
84	927
84	960
84	979
84	994
85	152
85	428
85	609
85	743
85	787
85	807
85	925
86	395
86	611
86	872
86	880
86	882
86	950
86	984
87	185
87	628
87	846
87	879
87	916
87	997
87	998
88	558
88	675
88	692
88	836
88	908
88	983
88	989
89	416
89	587
89	743
89	824
89	825
89	832
89	898
90	167
90	169
90	516
90	517
90	666
90	696
90	818
91	671
91	837
91	864
91	870
91	913
91	960
91	994
92	315
92	357
92	519
92	597
92	669
92	755
92	796
93	760
93	848
93	901
93	950
93	977
93	997
93	998
94	305
94	482
94	688
94	854
94	861
94	877
94	968
95	613
95	852
95	863
95	907
95	928
95	938
95	989
96	275
96	395
96	555
96	774
96	901
96	982
96	988
97	60
97	231
97	277
97	917
97	920
97	923
97	985
98	716
98	747
98	835
98	891
98	926
98	937
98	951
99	323
99	380
99	705
99	867
99	919
99	920
99	924
100	334
100	746
100	802
100	879
100	948
100	968
100	977
101	133
101	270
101	649
101	810
101	822
101	883
101	956
102	380
102	801
102	879
102	922
102	948
102	968
102	977
103	142
103	340
103	652
103	670
103	912
103	939
103	957
104	628
104	708
104	779
104	797
104	975
104	997
104	998
105	56
105	214
105	276
105	533
105	709
105	804
105	843
106	208
106	222
106	502
106	918
106	943
106	965
106	979
107	316
107	567
107	649
107	651
107	923
107	955
107	983
108	357
108	703
108	745
108	819
108	872
108	991
108	992
109	354
109	786
109	793
109	849
109	933
109	944
109	958
110	651
110	784
110	871
110	911
110	969
110	987
110	990
111	212
111	478
111	605
111	759
111	906
111	965
111	994
112	561
112	814
112	839
112	921
112	924
112	936
112	941
113	371
113	469
113	519
113	776
113	868
113	869
113	945
114	284
114	301
114	521
114	605
114	749
114	875
114	993
115	12
115	366
115	421
115	747
115	835
115	926
115	937
116	327
116	477
116	533
116	765
116	843
116	926
116	996
117	118
117	304
117	472
117	726
117	744
117	947
117	952
118	117
118	200
118	589
118	844
118	940
118	947
118	952
119	155
119	441
119	540
119	737
119	885
119	903
119	932
120	21
120	623
120	705
120	735
120	789
120	817
120	920
121	420
121	477
121	489
121	725
121	780
121	820
121	979
122	408
122	650
122	699
122	729
122	884
122	885
122	932
123	494
123	560
123	659
123	671
123	764
123	782
123	812
124	308
124	397
124	489
124	818
124	841
124	980
124	993
125	589
125	637
125	728
125	857
125	876
125	947
125	952
126	610
126	617
126	789
126	919
126	920
126	924
126	970
127	415
127	742
127	838
127	862
127	915
127	942
127	967
128	491
128	538
128	571
128	827
128	948
128	954
128	963
129	158
129	678
129	824
129	859
129	879
129	959
129	971
130	317
130	359
130	523
130	533
130	716
130	765
130	843
131	142
131	796
131	889
131	896
131	900
131	906
131	925
132	190
132	440
132	567
132	628
132	671
132	782
132	870
133	101
133	604
133	635
133	698
133	729
133	884
133	885
134	84
134	533
134	747
134	777
134	819
134	853
134	926
134	937
135	294
135	393
135	745
135	813
135	911
135	969
135	982
135	987
136	144
136	512
136	655
136	830
136	889
136	896
136	906
136	994
137	574
137	648
137	735
137	859
137	959
137	968
137	977
137	995
138	179
138	309
138	397
138	532
138	862
138	891
138	915
138	967
139	290
139	802
139	902
139	920
139	922
139	934
139	968
139	977
140	254
140	368
140	795
140	850
140	930
140	950
140	957
140	973
141	49
141	147
141	216
141	423
141	476
141	483
141	804
141	820
142	41
142	103
142	131
142	505
142	690
142	847
142	912
142	939
143	560
143	710
143	811
143	923
143	953
143	955
143	971
143	985
144	136
144	713
144	962
144	966
144	982
144	987
144	988
144	992
145	147
145	227
145	310
145	423
145	725
145	776
145	780
145	915
146	273
146	701
146	753
146	791
146	809
146	870
146	967
146	988
147	141
147	145
147	398
147	442
147	612
147	725
147	820
147	951
148	434
148	785
148	821
148	833
148	875
148	931
148	942
148	981
149	192
149	633
149	670
149	849
149	933
149	944
149	958
149	964
150	260
150	520
150	873
150	946
150	949
150	951
150	972
150	983
151	699
151	730
151	759
151	766
151	921
151	936
151	941
151	999
152	85
152	429
152	488
152	556
152	656
152	772
152	828
152	976
153	22
153	514
153	585
153	790
153	838
153	891
153	915
153	967
154	616
154	852
154	863
154	880
154	907
154	928
154	935
154	938
155	119
155	535
155	559
155	721
155	743
155	807
155	825
155	890
156	40
156	597
156	616
156	776
156	869
156	883
156	912
156	945
157	558
157	685
157	735
157	770
157	829
157	867
157	919
157	924
158	129
158	545
158	716
158	902
158	959
158	960
158	968
158	977
159	353
159	378
159	440
159	831
159	866
159	940
159	943
159	993
160	354
160	400
160	514
160	857
160	876
160	912
160	947
160	952
161	212
161	775
161	796
161	809
161	818
161	868
161	883
161	888
162	300
162	366
162	550
162	706
162	852
162	907
162	928
162	938
163	423
163	710
163	772
163	917
163	953
163	955
163	977
163	985
164	421
164	468
164	903
164	912
164	930
164	950
164	976
164	981
165	565
165	582
165	714
165	880
165	905
165	974
165	986
165	999
166	268
166	627
166	718
166	733
166	809
166	870
166	892
166	984
167	90
167	418
167	741
167	779
167	960
167	965
167	979
167	994
168	409
168	426
168	486
168	684
168	697
168	811
168	815
168	874
169	90
169	216
169	302
169	517
169	565
169	590
169	637
169	975
170	634
170	657
170	712
170	887
170	933
170	944
170	958
170	964
171	290
171	338
171	443
171	462
171	471
171	817
171	941
171	945
172	557
172	567
172	610
172	623
172	659
172	671
172	738
172	812
173	356
173	728
173	889
173	896
173	900
173	906
173	925
173	968
174	437
174	693
174	853
174	899
174	978
174	983
174	995
174	996
175	51
175	401
175	491
175	507
175	543
175	583
175	954
175	963
176	81
176	483
176	489
176	682
176	725
176	780
176	820
176	941
177	401
177	578
177	632
177	757
177	822
177	875
177	931
177	942
178	476
178	564
178	663
178	871
178	911
178	929
178	961
178	987
179	8
179	138
179	352
179	500
179	783
179	862
179	952
179	967
180	29
180	382
180	544
180	763
180	770
180	799
180	908
180	989
181	463
181	517
181	555
181	580
181	679
181	696
181	797
181	992
182	338
182	849
182	858
182	933
182	944
182	958
182	964
182	979
183	545
183	779
183	896
183	932
183	962
183	968
183	978
183	989
184	775
184	837
184	900
184	960
184	965
184	979
184	987
184	994
185	87
185	442
185	542
185	616
185	783
185	907
185	928
185	938
186	466
186	569
186	589
186	844
186	857
186	876
186	947
186	952
187	3
187	459
187	749
187	817
187	864
187	913
187	960
187	965
188	78
188	553
188	697
188	811
188	815
188	856
188	874
188	902
189	448
189	509
189	556
189	668
189	826
189	827
189	828
189	882
190	54
190	68
190	132
190	247
190	404
190	610
190	659
190	796
191	273
191	365
191	416
191	435
191	488
191	733
191	870
191	949
