1	33 
2	17 
3	34 
4	33 
5	14 
6	21 
7	9 
8	14 
9	33 
10	9 
11	5 
12	14 
13	31 
14	4 
15	23 
16	4 
17	4 
18	34 
19	30 
20	15 
21	20 
22	14 
23	13 
24	33 
25	8 
26	22 
27	22 
28	2 
29	9 
30	9 
31	15 
32	6 
33	25 
34	30 
35	16 
36	10 
37	16 
38	2 
39	25 
40	34 
41	12 
42	12 
43	19 
44	31 
45	28 
46	22 
47	27 
48	17 
49	19 
50	17 
51	23 
52	23 
53	14 
54	25 
55	20 
56	23 
57	10 
58	18 
59	26 
60	9 
61	23 
62	26 
63	13 
64	17 
65	17 
66	20 
67	12 
68	28 
69	7 
70	3 
71	30 
72	11 
73	15 
74	22 
75	9 
76	6 
77	13 
78	27 
79	13 
80	28 
81	8 
82	20 
83	9 
84	22 
85	11 
86	14 
87	16 
88	30 
89	11 
90	24 
91	22 
92	34 
93	16 
94	15 
95	13 
96	14 
97	9 
98	4 
99	21 
100	32 
101	9 
102	32 
103	12 
104	16 
105	23 
106	22 
107	9 
108	14 
109	19 
110	18 
111	22 
112	10 
113	34 
114	7 
115	4 
116	23 
117	26 
118	26 
119	25 
120	21 
121	8 
122	25 
123	28 
124	7 
125	26 
126	21 
127	33 
128	20 
129	32 
130	23 
131	29 
132	28 
133	25 
134	4 
135	18 
136	29 
137	32 
138	33 
139	32 
140	12 
141	8 
142	12 
143	9 
144	14 
145	8 
146	6 
147	8 
148	2 
149	19 
150	17 
151	10 
152	5 
153	33 
154	13 
155	11 
156	34 
157	21 
158	32 
159	7 
160	26 
161	34 
162	13 
163	9 
164	12 
165	3 
166	6 
167	22 
168	27 
169	24 
170	19 
171	10 
172	28 
173	29 
174	31 
175	20 
176	8 
177	2 
178	18 
179	33 
180	30 
181	24 
182	19 
183	14 25 29 30 31 
184	22 
185	13 
186	26 
187	22 
188	27 
189	5 
190	28 
191	6 
192	4 
193	3 
194	28 
195	10 
196	3 
197	18 
198	1 
199	17 
200	18 
201	2 
202	31 
203	1 
204	10 15 25 29 34 
205	12 
206	27 
207	21 
208	22 
209	26 
210	30 
211	3 
212	34 
213	22 
214	23 
215	7 
216	24 
217	24 
218	21 
219	33 
220	21 
221	1 
222	22 
223	26 
224	27 
225	23 
226	1 
227	8 
228	19 
229	3 
230	31 
231	9 
232	7 
233	17 
234	22 
235	29 
236	25 
237	22 
238	16 
239	6 
240	29 
241	2 
242	5 
243	21 
244	3 12 18 26 32 
245	18 
246	1 
247	28 
248	7 
249	10 
250	9 
251	4 5 14 17 25 
252	19 
253	33 
254	12 
255	2 
256	25 
257	6 
258	11 
259	11 
260	14 
261	17 
262	29 
263	3 
264	6 
265	5 
266	17 
267	29 
268	17 
269	11 
270	9 
271	25 
272	16 
273	6 
274	5 
275	21 
276	19 
277	30 
278	4 
279	29 
280	22 
281	9 
282	33 
283	31 
284	27 
285	18 
286	16 
287	9 
288	32 
289	33 
290	10 
291	3 
292	12 
293	22 
294	7 
295	22 
296	26 
297	1 
298	31 
299	22 
300	8 
301	14 
302	6 
303	1 
304	26 
305	15 
306	9 
307	31 
308	29 
309	33 
310	7 
311	3 
312	18 
